Material_type,Core_size_nm,Hydro_size_nm,Surface_charge_mV,Surface_area_m2g,Formation_enthalpy_eV,Conduction_band_eV,Valence_band_eV,Electronegativity_eV,Exposure_time_hr,Exposure_dose_ug_per_ml,Assay,Cell_name,Cell_origin,Cell_species,Cell_type,Toxicity
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,0.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,0.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,A549,Lung,Human,Cancer,Non-Toxic
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,0.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
Mn3O4,347.0,338.0,-16.4,14.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,0.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,1.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,5.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
Mn3O4,364.0,338.0,-23.0,39.0,-8.91,-4.65,-7.63,5.92,24.0,10.0,MTT,HT-29,Colon,Human,Cancer,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,0.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,4.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,8.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,16.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,32.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,64.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,0.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,4.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,8.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,16.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,32.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,24.0,64.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,0.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,4.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,8.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,16.0,CCK-8,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,32.0,CCK-8,HASMCs,Aorta,Human,Normal,Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,64.0,CCK-8,HASMCs,Aorta,Human,Normal,Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,0.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,4.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,8.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,16.0,Neutral red,HASMCs,Aorta,Human,Normal,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,32.0,Neutral red,HASMCs,Aorta,Human,Normal,Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,24.0,64.0,Neutral red,HASMCs,Aorta,Human,Normal,Toxic
CuO,46.0,146.0,-13.1,17.2,-1.609,-5.17,-6.51,5.87,24.0,1.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
CuO,46.0,146.0,-13.1,17.2,-1.609,-5.17,-6.51,5.87,24.0,5.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
CuO,46.0,146.0,-13.1,17.2,-1.609,-5.17,-6.51,5.87,24.0,10.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
CuO,46.0,146.0,-13.1,17.2,-1.609,-5.17,-6.51,5.87,24.0,15.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
CuO,46.0,146.0,-13.1,17.2,-1.609,-5.17,-6.51,5.87,24.0,17.5,CFA,A549,Lung,Human,Cancer,Non-Toxic
TiO2,24.0,400.0,-12.0,46.0,-9.779,-4.16,-7.49,5.77,24.0,1.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
TiO2,24.0,400.0,-12.0,46.0,-9.779,-4.16,-7.49,5.77,24.0,7.5,CFA,A549,Lung,Human,Cancer,Non-Toxic
TiO2,24.0,400.0,-12.0,46.0,-9.779,-4.16,-7.49,5.77,24.0,25.0,CFA,A549,Lung,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,200.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,400.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,600.0,CellTilter-Glo,Caco-2,Colon,Human,Cancer,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,0.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,100.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,200.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,400.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
Fe3O4,16.8,1540.0,33.6,56.0,-11.59,-5.0,-6.85,5.78,24.0,600.0,CellTilter-Glo,HEK293,Kidney,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,0.0,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,10.0,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,46.4,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,100.0,Flow cytometry,Fibroblast,Lung,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,0.0,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,10.0,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,46.4,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
TiO2,21.0,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,48.0,100.0,Flow cytometry,Keratinocyte,Skin,Human,Normal,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,1.0,50.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,1.0,25.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,1.0,10.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,3.0,50.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,3.0,25.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,3.0,10.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,6.0,50.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,6.0,25.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,6.0,10.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,12.0,50.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,12.0,25.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,12.0,10.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,24.0,50.0,MTT,RAW264.7,Blood,Mouse,Cancer,Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,24.0,25.0,MTT,RAW264.7,Blood,Mouse,Cancer,Toxic
CuO,28.0,125.0,-8.96,23.2,-1.609,-5.17,-6.51,5.87,24.0,10.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
Al2O3,16.5,312.0,38.0,92.0598389,-17.345,-1.51,-9.81,5.67,24.0,0.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Al2O3,16.5,312.0,38.0,92.0598389,-17.345,-1.51,-9.81,5.67,24.0,25.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Al2O3,16.5,312.0,38.0,92.0598389,-17.345,-1.51,-9.81,5.67,24.0,50.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Al2O3,16.5,312.0,38.0,92.0598389,-17.345,-1.51,-9.81,5.67,24.0,100.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Al2O3,16.5,312.0,38.0,92.0598389,-17.345,-1.51,-9.81,5.67,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Al2O3,16.5,312.0,38.0,92.0598389,-17.345,-1.51,-9.81,5.67,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Al2O3,16.5,312.0,38.0,92.0598389,-17.345,-1.51,-9.81,5.67,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,0.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,25.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,50.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,100.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
CeO2,5.0,200.0,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,0.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,25.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,50.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,100.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,6.0,31.0,47.0,236.4066194,-9.779,-4.16,-7.49,5.77,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,0.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,25.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,50.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,100.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,200.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,400.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
Y2O3,40.0,295.0,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,24.0,800.0,MTS,Jurkat,Blood,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,15.0,226.0,-33.8,146.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,61.0,1094.0,-32.6,61.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,135.0,1275.0,-33.7,41.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,30.0,1398.0,-36.4,61.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,0.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,15.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,30.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,60.0,Trypan blue,A549,Lung,Human,Cancer,Non-Toxic
TiO2,21.0,325.0,-33.1,55.0,-9.779,-4.16,-7.49,5.77,24.0,120.0,Trypan blue,A549,Lung,Human,Cancer,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,516.33,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,602.39,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,688.44,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,774.5,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,1.0,860.55,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,516.33,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,602.39,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,688.44,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,774.5,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,2.0,860.55,CCK-8,Fibroblast,Lung,Human,Normal,Non-Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,516.33,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,602.39,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,688.44,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,774.5,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
CeO2,5.0,30.6,35.0,178.0,-11.284,-3.8,-7.45,5.65,24.0,860.55,CCK-8,Fibroblast,Lung,Human,Normal,Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.5,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,1.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,5.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,10.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,25.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,50.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,125.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,250.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,500.0,MTT,SKMDC,Muscle,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.5,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,1.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,5.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,10.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,25.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,50.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,125.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,250.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,500.0,MTT,Fibroblast,Lung,Human,Normal,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,0.5,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
Fe2O3,9.9,11.7,-30.0,94.9,-8.512,-4.99,-6.99,5.98,24.0,1.0,MTT,RAW264.7,Blood,Mouse,Cancer,Non-Toxic
